Merchant,Category,Amount,User
Uber,Transport,103.06,95
TFL,Transport,15.54,153
Apple Music,Entertainment,22.21,8
Zara,Shopping,122.67,105
Vodafone,Mobile Services,189.99,115
Giffgaff,Mobile Services,68.01,134
Waitrose,Groceries,229.79,81
Pret A Manger,Food & Drink,82.12,159
Morrisons,Groceries,39.44,87
Iceland,Groceries,170.63,153
Aldi,Groceries,63.96,86
Starbucks,Food & Drink,67.15,10
Spotify,Entertainment,52.4,10
Disney+,Entertainment,17.38,132
Uber,Transport,123.7,85
Disney+,Entertainment,211.4,79
Amazon,Shopping,208.63,147
TFL,Transport,51.78,109
Greggs,Food & Drink,25.98,77
Bolt,Transport,154.08,172
National Rail,Transport,194.95,187
Greggs,Food & Drink,68.51,189
Argos,Shopping,117.98,121
Uber,Transport,99.67,79
Argos,Shopping,188.61,96
ASOS,Shopping,201.56,127
Costa,Food & Drink,115.09,151
Disney+,Entertainment,180.82,95
Giffgaff,Mobile Services,71.63,125
British Gas,Utilities & Bills,13.18,153
Apple Music,Entertainment,78.7,194
Tesco,Groceries,70.58,196
TFL,Transport,241.07,14
Vodafone,Mobile Services,8.25,83
Zara,Shopping,37.17,191
TFL,Transport,85.74,174
ASOS,Shopping,181.02,36
Vue,Entertainment,142.2,156
Vodafone,Mobile Services,173.71,135
Primark,Shopping,14.8,46
Sky Mobile,Mobile Services,136.47,110
Vue,Entertainment,247.39,144
National Rail,Transport,192.82,57
Virgin Mobile,Mobile Services,83.08,157
Waitrose,Groceries,135.42,74
Starbucks,Food & Drink,132.26,123
Starbucks,Food & Drink,12.45,197
Uber,Transport,47.25,152
Uber,Transport,134.56,109
Spotify,Entertainment,239.36,51
Spotify,Entertainment,13.51,107
EDF,Utilities & Bills,209.71,193
Bolt,Transport,129.55,65
Octopus Energy,Utilities & Bills,75.6,3
Burger King,Food & Drink,235.33,191
Uber,Transport,80.93,90
Nando's,Food & Drink,192.92,151
Uber,Transport,55.09,78
Netflix,Entertainment,119.97,172
Iceland,Groceries,196.61,105
Spotify,Entertainment,186.18,47
Pret A Manger,Food & Drink,208.85,197
Morrisons,Groceries,49.01,45
Uber,Transport,22.61,87
Virgin Mobile,Mobile Services,209.53,96
KFC,Food & Drink,90.75,142
Giffgaff,Mobile Services,56.14,112
Vodafone,Mobile Services,107.13,65
Sky Mobile,Mobile Services,87.99,42
Uber,Transport,152.05,118
Netflix,Entertainment,12.54,147
Giffgaff,Mobile Services,160.28,90
Morrisons,Groceries,136.19,58
British Gas,Utilities & Bills,161.82,190
TFL,Transport,55.65,165
Primark,Shopping,69.97,5
KFC,Food & Drink,235.58,84
Uber,Transport,205.77,1
Octopus Energy,Utilities & Bills,225.91,31
British Gas,Utilities & Bills,67.73,93
Vodafone,Mobile Services,99.02,181
National Rail,Transport,14.42,181
Giffgaff,Mobile Services,65.94,17
Disney+,Entertainment,110.21,3
ASOS,Shopping,103.35,90
Virgin Mobile,Mobile Services,175.65,55
Octopus Energy,Utilities & Bills,177.14,147
EDF,Utilities & Bills,160.94,160
Pret A Manger,Food & Drink,154.37,29
Lidl,Groceries,50.75,101
Vodafone,Mobile Services,219.67,82
Iceland,Groceries,61.59,133
Primark,Shopping,89.12,38
Lidl,Groceries,91.03,190
Octopus Energy,Utilities & Bills,150.94,39
Sky Mobile,Mobile Services,238.35,1
John Lewis,Shopping,224.47,69
British Gas,Utilities & Bills,206.16,19
TFL,Transport,112.39,79
TFL,Transport,55.97,77
EDF,Utilities & Bills,233.51,30
Sky Mobile,Mobile Services,190.98,144
TFL,Transport,32.87,155
Apple Music,Entertainment,74.0,156
Morrisons,Groceries,191.53,110
Pret A Manger,Food & Drink,175.09,96
EDF,Utilities & Bills,220.53,154
Nando's,Food & Drink,155.71,50
Vodafone,Mobile Services,178.24,150
Apple Music,Entertainment,121.4,117
Sainsbury's,Groceries,15.37,64
Giffgaff,Mobile Services,209.4,135
eBay,Shopping,57.44,132
Thames Water,Utilities & Bills,14.53,104
Pret A Manger,Food & Drink,10.66,148
Argos,Shopping,236.53,191
EDF,Utilities & Bills,201.6,8
Giffgaff,Mobile Services,118.89,106
Tesco,Groceries,196.0,113
TFL,Transport,37.01,91
Argos,Shopping,215.85,31
Apple Music,Entertainment,9.68,98
Pret A Manger,Food & Drink,113.43,3
eBay,Shopping,21.75,166
Tesco,Groceries,39.37,157
Uber,Transport,88.26,156
Costa,Food & Drink,81.6,59
Nando's,Food & Drink,187.04,16
Costa,Food & Drink,46.62,150
TFL,Transport,93.97,129
Waitrose,Groceries,112.29,9
Apple Music,Entertainment,216.36,193
Starbucks,Food & Drink,241.26,79
Waitrose,Groceries,200.82,188
Sky Mobile,Mobile Services,196.6,103
Vodafone,Mobile Services,149.5,82
TFL,Transport,52.13,131
Sky Mobile,Mobile Services,183.61,161
Thames Water,Utilities & Bills,67.2,26
KFC,Food & Drink,64.25,42
Disney+,Entertainment,38.13,49
Octopus Energy,Utilities & Bills,221.33,12
Bolt,Transport,53.84,2
Tesco,Groceries,98.24,22
Sainsbury's,Groceries,74.17,61
Uber,Transport,205.3,159
Sky Mobile,Mobile Services,92.28,53
Bolt,Transport,164.87,150
Vodafone,Mobile Services,36.05,154
Morrisons,Groceries,84.09,109
Zara,Shopping,115.88,18
eBay,Shopping,18.07,143
Disney+,Entertainment,52.01,73
Giffgaff,Mobile Services,102.67,190
Greggs,Food & Drink,29.38,78
Amazon,Shopping,106.9,24
Morrisons,Groceries,147.23,99
Greggs,Food & Drink,134.91,79
Disney+,Entertainment,67.92,59
Bolt,Transport,208.67,119
ASOS,Shopping,170.06,68
Apple Music,Entertainment,115.0,124
Uber,Transport,244.96,113
Amazon,Shopping,129.41,79
Virgin Mobile,Mobile Services,86.41,118
Vue,Entertainment,33.69,133
Nando's,Food & Drink,113.76,62
Lidl,Groceries,107.28,67
Giffgaff,Mobile Services,207.46,74
Sky Mobile,Mobile Services,132.98,142
National Rail,Transport,108.8,14
Bolt,Transport,142.43,116
Vodafone,Mobile Services,83.22,32
Primark,Shopping,169.66,17
Apple Music,Entertainment,173.16,80
Thames Water,Utilities & Bills,103.4,116
Aldi,Groceries,249.65,79
Uber,Transport,59.63,109
Zara,Shopping,196.97,13
Uber,Transport,152.84,15
EDF,Utilities & Bills,146.31,95
TFL,Transport,170.52,138
EDF,Utilities & Bills,236.09,53
Netflix,Entertainment,106.85,112
Sainsbury's,Groceries,90.17,30
Vue,Entertainment,102.66,78
Thames Water,Utilities & Bills,175.76,107
National Rail,Transport,130.95,47
Octopus Energy,Utilities & Bills,210.93,174
EDF,Utilities & Bills,124.67,167
Sky Mobile,Mobile Services,5.87,194
British Gas,Utilities & Bills,98.49,110
TFL,Transport,97.03,164
Apple Music,Entertainment,214.37,45
Virgin Mobile,Mobile Services,179.57,122
Thames Water,Utilities & Bills,66.85,15
Amazon,Shopping,242.99,20
Thames Water,Utilities & Bills,196.86,179
Octopus Energy,Utilities & Bills,227.03,167
National Rail,Transport,178.5,26
Primark,Shopping,29.98,186
Vodafone,Mobile Services,115.4,178
ASOS,Shopping,236.54,6
Starbucks,Food & Drink,143.75,183
Giffgaff,Mobile Services,204.0,14
Giffgaff,Mobile Services,143.38,178
Giffgaff,Mobile Services,125.14,96
Giffgaff,Mobile Services,106.45,147
Disney+,Entertainment,25.74,6
TFL,Transport,69.53,3
Primark,Shopping,51.1,47
Disney+,Entertainment,132.53,39
TFL,Transport,226.56,185
Disney+,Entertainment,145.11,118
British Gas,Utilities & Bills,31.7,30
Nando's,Food & Drink,92.09,69
Sainsbury's,Groceries,167.62,52
British Gas,Utilities & Bills,216.45,91
Apple Music,Entertainment,225.44,72
Giffgaff,Mobile Services,203.87,192
TFL,Transport,131.17,30
Virgin Mobile,Mobile Services,165.78,16
Vodafone,Mobile Services,82.99,123
Pret A Manger,Food & Drink,97.5,155
ASOS,Shopping,234.75,31
Iceland,Groceries,99.5,134
National Rail,Transport,208.6,190
John Lewis,Shopping,58.28,167
Octopus Energy,Utilities & Bills,102.61,159
Vodafone,Mobile Services,205.69,25
National Rail,Transport,17.23,167
EDF,Utilities & Bills,117.3,32
Primark,Shopping,115.26,16
KFC,Food & Drink,228.13,75
EDF,Utilities & Bills,10.51,38
Uber,Transport,209.82,129
Thames Water,Utilities & Bills,111.57,74
Sky Mobile,Mobile Services,91.35,164
Primark,Shopping,75.12,57
Pret A Manger,Food & Drink,147.2,79
McDonald's,Food & Drink,222.97,50
Netflix,Entertainment,249.69,117
Zara,Shopping,98.27,159
Spotify,Entertainment,159.26,169
EDF,Utilities & Bills,15.68,102
Aldi,Groceries,209.1,51
Lidl,Groceries,11.98,1
Amazon,Shopping,102.21,14
British Gas,Utilities & Bills,33.38,3
KFC,Food & Drink,58.48,194
Costa,Food & Drink,53.6,94
Uber,Transport,237.16,25
Octopus Energy,Utilities & Bills,190.24,137
Virgin Mobile,Mobile Services,165.1,57
Apple Music,Entertainment,194.18,26
Uber,Transport,16.01,29
Sky Mobile,Mobile Services,232.16,27
EDF,Utilities & Bills,37.32,113
Virgin Mobile,Mobile Services,141.45,87
Virgin Mobile,Mobile Services,160.83,132
KFC,Food & Drink,96.93,98
Greggs,Food & Drink,8.89,156
Octopus Energy,Utilities & Bills,105.17,185
Netflix,Entertainment,164.75,194
McDonald's,Food & Drink,66.92,196
Bolt,Transport,189.55,67
Bolt,Transport,9.6,181
Giffgaff,Mobile Services,52.17,31
Sainsbury's,Groceries,69.8,11
Nando's,Food & Drink,56.17,181
Apple Music,Entertainment,226.52,19
Uber,Transport,157.74,157
ASOS,Shopping,76.69,155
TFL,Transport,149.96,166
Aldi,Groceries,204.44,81
Disney+,Entertainment,19.84,160
Primark,Shopping,13.99,32
Uber,Transport,57.82,199
Amazon,Shopping,217.57,54
Sky Mobile,Mobile Services,227.88,137
Uber,Transport,23.23,107
Vue,Entertainment,65.93,103
John Lewis,Shopping,67.96,155
Vodafone,Mobile Services,10.43,69
Virgin Mobile,Mobile Services,63.67,48
Morrisons,Groceries,79.97,5
National Rail,Transport,44.22,108
Virgin Mobile,Mobile Services,79.79,20
National Rail,Transport,168.3,152
Uber,Transport,186.14,176
Thames Water,Utilities & Bills,108.64,145
Bolt,Transport,184.53,59
Tesco,Groceries,218.65,111
Sainsbury's,Groceries,169.92,125
Uber,Transport,48.4,94
Virgin Mobile,Mobile Services,248.33,4
British Gas,Utilities & Bills,134.21,91
Spotify,Entertainment,177.06,70
Morrisons,Groceries,235.51,172
National Rail,Transport,205.03,168
ASOS,Shopping,194.46,176
Uber,Transport,230.92,166
Aldi,Groceries,227.83,183
Apple Music,Entertainment,76.17,90
Virgin Mobile,Mobile Services,45.36,167
Virgin Mobile,Mobile Services,197.81,106
Burger King,Food & Drink,210.58,94
Nando's,Food & Drink,149.23,65
Octopus Energy,Utilities & Bills,68.98,8
KFC,Food & Drink,111.5,79
Giffgaff,Mobile Services,245.6,40
Aldi,Groceries,12.49,134
EDF,Utilities & Bills,243.51,128
Vodafone,Mobile Services,238.76,180
Virgin Mobile,Mobile Services,34.4,168
Thames Water,Utilities & Bills,199.26,62
ASOS,Shopping,207.84,194
Thames Water,Utilities & Bills,234.92,32
Aldi,Groceries,197.48,29
McDonald's,Food & Drink,159.27,148
Tesco,Groceries,86.32,172
Zara,Shopping,234.51,129
Zara,Shopping,72.37,180
Starbucks,Food & Drink,58.09,196
Virgin Mobile,Mobile Services,180.97,161
Primark,Shopping,77.98,106
Pret A Manger,Food & Drink,170.3,192
Zara,Shopping,199.95,149
Uber,Transport,21.42,4
Aldi,Groceries,205.38,24
Sainsbury's,Groceries,134.05,125
Bolt,Transport,176.92,179
Aldi,Groceries,183.97,175
Spotify,Entertainment,214.86,75
Uber,Transport,230.3,58
Greggs,Food & Drink,33.13,48
Vodafone,Mobile Services,64.51,189
British Gas,Utilities & Bills,82.94,190
Bolt,Transport,77.53,170
Giffgaff,Mobile Services,84.26,175
Vodafone,Mobile Services,131.91,160
Giffgaff,Mobile Services,100.07,112
Spotify,Entertainment,131.89,109
Virgin Mobile,Mobile Services,123.66,76
Tesco,Groceries,69.02,126
National Rail,Transport,207.43,168
Lidl,Groceries,85.19,104
Disney+,Entertainment,172.55,171
British Gas,Utilities & Bills,211.87,3
Bolt,Transport,171.22,52
Disney+,Entertainment,16.14,69
Vue,Entertainment,80.89,68
Lidl,Groceries,115.99,95
National Rail,Transport,156.58,53
Starbucks,Food & Drink,28.27,194
Sky Mobile,Mobile Services,96.35,179
Tesco,Groceries,215.85,198
ASOS,Shopping,175.34,85
Primark,Shopping,39.75,72
Vodafone,Mobile Services,145.35,85
Spotify,Entertainment,242.11,3
Netflix,Entertainment,194.81,4
Giffgaff,Mobile Services,172.78,15
McDonald's,Food & Drink,104.44,7
Thames Water,Utilities & Bills,246.65,178
Octopus Energy,Utilities & Bills,82.65,118
TFL,Transport,171.6,193
Virgin Mobile,Mobile Services,134.53,121
Zara,Shopping,226.57,69
Sky Mobile,Mobile Services,33.25,1
Octopus Energy,Utilities & Bills,222.05,18
Amazon,Shopping,157.95,151
Lidl,Groceries,47.76,142
Thames Water,Utilities & Bills,177.83,16
Giffgaff,Mobile Services,243.69,134
Iceland,Groceries,188.53,95
Iceland,Groceries,80.77,159
eBay,Shopping,12.39,172
Giffgaff,Mobile Services,219.83,176
Aldi,Groceries,197.64,30
Virgin Mobile,Mobile Services,53.21,32
Vue,Entertainment,116.06,131
Thames Water,Utilities & Bills,184.01,81
Tesco,Groceries,61.8,63
Vodafone,Mobile Services,85.8,103
Octopus Energy,Utilities & Bills,183.02,46
Virgin Mobile,Mobile Services,203.65,97
Bolt,Transport,9.24,22
Burger King,Food & Drink,199.28,194
Tesco,Groceries,51.45,113
Pret A Manger,Food & Drink,86.19,120
British Gas,Utilities & Bills,84.15,82
Vue,Entertainment,65.24,9
Morrisons,Groceries,219.46,88
Octopus Energy,Utilities & Bills,113.11,77
Octopus Energy,Utilities & Bills,148.63,17
Virgin Mobile,Mobile Services,56.7,2
Lidl,Groceries,18.2,161
Apple Music,Entertainment,154.98,46
Netflix,Entertainment,160.38,51
Disney+,Entertainment,213.02,82
Vue,Entertainment,89.59,139
Starbucks,Food & Drink,186.97,96
Disney+,Entertainment,69.18,1
Thames Water,Utilities & Bills,110.66,79
Bolt,Transport,190.94,129
Lidl,Groceries,242.22,54
Vodafone,Mobile Services,70.54,7
EDF,Utilities & Bills,62.94,74
Sainsbury's,Groceries,198.29,123
Bolt,Transport,78.43,21
EDF,Utilities & Bills,243.62,88
Pret A Manger,Food & Drink,60.48,107
Vue,Entertainment,169.21,56
Octopus Energy,Utilities & Bills,159.75,185
Costa,Food & Drink,32.82,123
British Gas,Utilities & Bills,61.29,156
McDonald's,Food & Drink,30.13,67
ASOS,Shopping,148.9,140
Costa,Food & Drink,47.92,193
Lidl,Groceries,43.28,64
Amazon,Shopping,185.5,70
ASOS,Shopping,231.2,111
Virgin Mobile,Mobile Services,151.05,28
Virgin Mobile,Mobile Services,24.02,86
Costa,Food & Drink,97.32,33
Sky Mobile,Mobile Services,65.4,46
Spotify,Entertainment,155.44,133
Uber,Transport,72.8,178
British Gas,Utilities & Bills,220.46,120
Argos,Shopping,49.97,172
Sainsbury's,Groceries,153.35,55
Zara,Shopping,73.09,115
Disney+,Entertainment,112.16,67
Tesco,Groceries,177.2,33
Vodafone,Mobile Services,19.46,133
Giffgaff,Mobile Services,62.18,177
EDF,Utilities & Bills,241.52,4
Thames Water,Utilities & Bills,202.39,159
Apple Music,Entertainment,171.48,136
ASOS,Shopping,36.96,156
Netflix,Entertainment,8.09,137
Nando's,Food & Drink,91.2,116
Zara,Shopping,69.87,186
Waitrose,Groceries,245.89,73
McDonald's,Food & Drink,36.3,122
Virgin Mobile,Mobile Services,29.89,185
Octopus Energy,Utilities & Bills,46.4,198
Starbucks,Food & Drink,123.89,67
Zara,Shopping,119.08,60
Amazon,Shopping,213.3,41
Uber,Transport,244.41,100
Netflix,Entertainment,120.91,60
Bolt,Transport,156.69,189
Argos,Shopping,248.05,74
Vodafone,Mobile Services,28.29,80
Amazon,Shopping,27.19,127
EDF,Utilities & Bills,30.6,129
Morrisons,Groceries,168.63,65
Zara,Shopping,96.81,158
eBay,Shopping,82.06,110
TFL,Transport,78.37,140
ASOS,Shopping,64.31,119
National Rail,Transport,114.39,65
Argos,Shopping,94.0,66
eBay,Shopping,231.39,137
Spotify,Entertainment,15.02,134
EDF,Utilities & Bills,204.81,75
Vodafone,Mobile Services,124.51,143
Aldi,Groceries,163.2,167
National Rail,Transport,151.48,6
eBay,Shopping,24.94,99
John Lewis,Shopping,104.03,117
Costa,Food & Drink,67.82,15
John Lewis,Shopping,151.8,147
National Rail,Transport,55.4,91
British Gas,Utilities & Bills,75.81,127
Bolt,Transport,222.75,192
Primark,Shopping,169.02,122
Octopus Energy,Utilities & Bills,220.55,46
Octopus Energy,Utilities & Bills,172.63,79
Vue,Entertainment,102.85,74
Disney+,Entertainment,110.77,149
Burger King,Food & Drink,148.9,72
National Rail,Transport,197.01,128
Virgin Mobile,Mobile Services,165.38,87
Primark,Shopping,36.5,182
Uber,Transport,88.94,92
Zara,Shopping,105.16,167
Morrisons,Groceries,243.45,24
Vue,Entertainment,236.61,59
KFC,Food & Drink,164.33,187
Uber,Transport,20.74,119
Tesco,Groceries,60.33,57
Costa,Food & Drink,136.59,180
Pret A Manger,Food & Drink,123.4,138
Argos,Shopping,194.83,105
National Rail,Transport,84.99,9
TFL,Transport,41.29,97
Amazon,Shopping,73.98,21
Apple Music,Entertainment,238.11,196
Amazon,Shopping,188.98,190
TFL,Transport,174.85,21
Sky Mobile,Mobile Services,188.27,121
TFL,Transport,124.94,56
Primark,Shopping,190.15,28
National Rail,Transport,172.06,65
Pret A Manger,Food & Drink,235.48,153
Greggs,Food & Drink,36.45,192
Spotify,Entertainment,152.03,81
Disney+,Entertainment,136.86,35
Giffgaff,Mobile Services,79.44,36
Vodafone,Mobile Services,50.78,42
Vue,Entertainment,242.91,69
National Rail,Transport,143.5,36
British Gas,Utilities & Bills,103.18,51
Sainsbury's,Groceries,145.42,49
McDonald's,Food & Drink,138.89,93
Apple Music,Entertainment,41.86,192
Iceland,Groceries,208.9,165
Uber,Transport,131.81,126
Morrisons,Groceries,17.02,148
Disney+,Entertainment,8.82,175
Vodafone,Mobile Services,86.26,190
EDF,Utilities & Bills,209.05,122
TFL,Transport,42.65,159
Argos,Shopping,146.28,111
Uber,Transport,175.27,178
Bolt,Transport,198.81,166
Thames Water,Utilities & Bills,205.13,96
Aldi,Groceries,92.78,97
Virgin Mobile,Mobile Services,109.09,131
Vue,Entertainment,191.75,184
Virgin Mobile,Mobile Services,196.46,199
Octopus Energy,Utilities & Bills,58.33,7
National Rail,Transport,153.32,153
British Gas,Utilities & Bills,54.47,95
Starbucks,Food & Drink,171.97,132
Amazon,Shopping,110.55,182
Sky Mobile,Mobile Services,208.38,22
KFC,Food & Drink,8.85,20
Iceland,Groceries,101.39,26
ASOS,Shopping,199.26,56
Bolt,Transport,87.3,56
Vodafone,Mobile Services,248.08,84
ASOS,Shopping,206.23,111
TFL,Transport,202.65,112
Disney+,Entertainment,97.06,183
British Gas,Utilities & Bills,119.71,166
Vue,Entertainment,103.79,115
EDF,Utilities & Bills,43.63,181
Sky Mobile,Mobile Services,247.27,151
Disney+,Entertainment,218.74,183
Uber,Transport,18.36,111
British Gas,Utilities & Bills,224.58,100
Giffgaff,Mobile Services,149.96,31
Virgin Mobile,Mobile Services,84.44,30
Giffgaff,Mobile Services,52.01,41
Disney+,Entertainment,143.48,158
Spotify,Entertainment,147.14,104
Giffgaff,Mobile Services,67.53,84
Vue,Entertainment,109.41,124
Octopus Energy,Utilities & Bills,106.71,13
Apple Music,Entertainment,171.57,20
Vodafone,Mobile Services,107.34,149
Morrisons,Groceries,167.3,26
Octopus Energy,Utilities & Bills,172.33,125
Waitrose,Groceries,148.57,34
EDF,Utilities & Bills,105.73,65
Waitrose,Groceries,99.5,52
Octopus Energy,Utilities & Bills,74.86,113
Virgin Mobile,Mobile Services,36.9,185
Tesco,Groceries,126.19,72
Morrisons,Groceries,44.63,75
Apple Music,Entertainment,137.7,19
McDonald's,Food & Drink,44.28,137
Vodafone,Mobile Services,211.28,182
Waitrose,Groceries,69.58,136
Thames Water,Utilities & Bills,135.77,13
Lidl,Groceries,220.96,170
Giffgaff,Mobile Services,26.98,146
Costa,Food & Drink,12.71,112
Thames Water,Utilities & Bills,194.95,120
Uber,Transport,72.96,128
Iceland,Groceries,99.33,4
Starbucks,Food & Drink,115.54,145
Amazon,Shopping,234.27,22
TFL,Transport,71.15,94
EDF,Utilities & Bills,178.0,113
Netflix,Entertainment,38.17,152
Primark,Shopping,185.18,154
Primark,Shopping,182.13,36
Greggs,Food & Drink,63.88,73
EDF,Utilities & Bills,151.83,37
British Gas,Utilities & Bills,125.08,107
Spotify,Entertainment,136.79,37
Octopus Energy,Utilities & Bills,181.87,149
Amazon,Shopping,103.99,2
National Rail,Transport,43.8,14
ASOS,Shopping,105.7,152
Costa,Food & Drink,64.95,64
KFC,Food & Drink,22.03,119
Netflix,Entertainment,235.76,146
Aldi,Groceries,185.32,10
Vodafone,Mobile Services,103.33,195
British Gas,Utilities & Bills,168.88,157
Thames Water,Utilities & Bills,31.34,43
ASOS,Shopping,83.71,81
Giffgaff,Mobile Services,152.72,38
ASOS,Shopping,216.51,130
TFL,Transport,77.12,110
Apple Music,Entertainment,65.23,61
Morrisons,Groceries,102.38,134
Giffgaff,Mobile Services,230.74,32
Iceland,Groceries,189.15,15
National Rail,Transport,149.92,9
Greggs,Food & Drink,155.69,190
Spotify,Entertainment,100.59,115
Tesco,Groceries,31.63,106
Argos,Shopping,54.49,163
British Gas,Utilities & Bills,49.34,59
Bolt,Transport,104.65,47
British Gas,Utilities & Bills,167.16,159
Disney+,Entertainment,229.41,51
Netflix,Entertainment,133.64,128
Greggs,Food & Drink,142.27,41
Spotify,Entertainment,10.08,105
Zara,Shopping,231.92,195
Costa,Food & Drink,59.21,66
Waitrose,Groceries,142.11,105
Sainsbury's,Groceries,119.67,194
Vodafone,Mobile Services,237.96,197
Waitrose,Groceries,168.27,6
EDF,Utilities & Bills,191.89,177
eBay,Shopping,65.89,200
British Gas,Utilities & Bills,48.03,129
Sky Mobile,Mobile Services,203.91,97
TFL,Transport,18.33,133
Uber,Transport,169.39,142
McDonald's,Food & Drink,57.27,104
ASOS,Shopping,183.9,165
Apple Music,Entertainment,155.25,124
National Rail,Transport,243.8,52
Zara,Shopping,78.27,171
Giffgaff,Mobile Services,154.77,29
Octopus Energy,Utilities & Bills,89.02,178
Octopus Energy,Utilities & Bills,231.49,151
Giffgaff,Mobile Services,40.54,47
Spotify,Entertainment,5.03,149
Netflix,Entertainment,200.76,51
Virgin Mobile,Mobile Services,110.38,50
Bolt,Transport,76.72,49
EDF,Utilities & Bills,152.16,7
ASOS,Shopping,238.34,129
Vue,Entertainment,98.52,116
Sainsbury's,Groceries,141.89,17
Apple Music,Entertainment,192.44,182
Sky Mobile,Mobile Services,63.08,102
Iceland,Groceries,120.86,117
Disney+,Entertainment,29.64,164
ASOS,Shopping,5.62,36
Giffgaff,Mobile Services,245.69,52
eBay,Shopping,130.61,118
Vodafone,Mobile Services,40.44,44
Zara,Shopping,52.95,186
Octopus Energy,Utilities & Bills,199.33,196
Virgin Mobile,Mobile Services,91.36,109
Iceland,Groceries,158.21,44
TFL,Transport,57.24,18
Waitrose,Groceries,117.31,74
Zara,Shopping,223.51,196
Sky Mobile,Mobile Services,115.18,113
Netflix,Entertainment,42.69,159
Greggs,Food & Drink,131.58,97
Morrisons,Groceries,169.25,113
Waitrose,Groceries,86.88,102
Sky Mobile,Mobile Services,158.01,91
Zara,Shopping,213.5,61
Apple Music,Entertainment,196.37,40
National Rail,Transport,88.33,43
Vue,Entertainment,208.01,155
British Gas,Utilities & Bills,221.09,97
Argos,Shopping,241.55,43
Giffgaff,Mobile Services,157.7,76
Zara,Shopping,79.17,80
National Rail,Transport,201.92,28
Argos,Shopping,22.61,127
Starbucks,Food & Drink,81.16,88
British Gas,Utilities & Bills,29.47,55
Bolt,Transport,124.32,123
Greggs,Food & Drink,125.98,124
Morrisons,Groceries,86.68,21
Disney+,Entertainment,212.71,44
Giffgaff,Mobile Services,225.36,121
KFC,Food & Drink,169.02,180
Primark,Shopping,76.64,10
eBay,Shopping,64.76,60
Sky Mobile,Mobile Services,135.38,134
Giffgaff,Mobile Services,218.37,133
EDF,Utilities & Bills,235.17,23
National Rail,Transport,103.1,84
Sky Mobile,Mobile Services,84.62,145
eBay,Shopping,205.28,156
Pret A Manger,Food & Drink,166.2,86
Lidl,Groceries,18.87,170
Spotify,Entertainment,177.83,121
eBay,Shopping,55.61,105
Lidl,Groceries,175.4,77
Lidl,Groceries,113.87,21
National Rail,Transport,113.72,135
Nando's,Food & Drink,243.45,42
Vodafone,Mobile Services,135.77,79
Apple Music,Entertainment,53.87,46
Nando's,Food & Drink,149.4,191
Iceland,Groceries,157.96,111
Amazon,Shopping,32.83,142
Uber,Transport,245.65,134
EDF,Utilities & Bills,160.0,4
Tesco,Groceries,183.32,162
Aldi,Groceries,20.99,126
Zara,Shopping,227.49,180
Starbucks,Food & Drink,33.95,180
TFL,Transport,227.63,91
Octopus Energy,Utilities & Bills,32.34,33
Uber,Transport,235.36,152
Greggs,Food & Drink,247.51,58
Zara,Shopping,155.9,67
National Rail,Transport,95.33,190
Burger King,Food & Drink,245.23,75
Argos,Shopping,248.7,143
Vue,Entertainment,186.16,13
Uber,Transport,83.75,19
Vodafone,Mobile Services,72.65,148
Disney+,Entertainment,187.9,103
Thames Water,Utilities & Bills,139.49,86
Aldi,Groceries,67.56,122
Nando's,Food & Drink,67.42,74
Netflix,Entertainment,121.52,137
Sky Mobile,Mobile Services,170.12,112
Spotify,Entertainment,182.96,191
Primark,Shopping,109.78,180
eBay,Shopping,210.71,133
TFL,Transport,47.84,89
Burger King,Food & Drink,245.43,174
Disney+,Entertainment,231.16,123
Iceland,Groceries,39.38,83
National Rail,Transport,72.27,39
Aldi,Groceries,146.47,118
Nando's,Food & Drink,42.73,152
Argos,Shopping,62.11,15
Virgin Mobile,Mobile Services,142.32,28
Apple Music,Entertainment,103.91,88
Greggs,Food & Drink,29.64,31
Virgin Mobile,Mobile Services,71.25,195
Thames Water,Utilities & Bills,236.4,147
Greggs,Food & Drink,221.25,78
Vue,Entertainment,92.77,50
Spotify,Entertainment,175.27,177
Vodafone,Mobile Services,66.98,20
Vue,Entertainment,31.04,173
Disney+,Entertainment,45.21,168
Vue,Entertainment,91.27,114
Greggs,Food & Drink,54.21,49
Disney+,Entertainment,209.72,102
Waitrose,Groceries,242.54,77
Amazon,Shopping,16.17,131
Thames Water,Utilities & Bills,122.42,138
Spotify,Entertainment,86.07,100
KFC,Food & Drink,172.79,55
Sky Mobile,Mobile Services,15.63,66
Giffgaff,Mobile Services,127.88,126
Vodafone,Mobile Services,47.02,146
Vodafone,Mobile Services,54.61,64
KFC,Food & Drink,155.3,130
Netflix,Entertainment,248.79,198
Giffgaff,Mobile Services,203.11,107
Apple Music,Entertainment,74.05,199
British Gas,Utilities & Bills,32.51,126
KFC,Food & Drink,44.03,87
Zara,Shopping,205.03,172
Netflix,Entertainment,90.91,138
Octopus Energy,Utilities & Bills,120.21,134
Thames Water,Utilities & Bills,162.48,185
Thames Water,Utilities & Bills,190.81,51
Starbucks,Food & Drink,83.11,109
Virgin Mobile,Mobile Services,227.45,194
Bolt,Transport,174.74,119
Lidl,Groceries,99.9,152
eBay,Shopping,75.76,54
Vue,Entertainment,107.7,77
Spotify,Entertainment,50.77,62
EDF,Utilities & Bills,32.34,154
Apple Music,Entertainment,87.33,54
